Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Property Crimes,2016,51.126205,"Census Tract 2089.02, Los Angeles County, California",208902,Westlake,1400000US06037208902,"(34.0564435, -118.2723635)",Part_I_Property_Crimes_2016_1400000US06037208902,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.3817625,"Census Tract 2756.03, Los Angeles County, California",275603,Playa Vista,1400000US06037275603,"(33.986639, -118.405224)",Part_I_Violent_Crimes_2012_1400000US06037275603,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,48.888889,"Census Tract 1345.20, Los Angeles County, California",134520,Canoga Park,1400000US06037134520,"(34.197392, -118.59933)",Part_I_Property_Crimes_2014_1400000US06037134520,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2015,2.6358476,"Census Tract 9200.45, Los Angeles County, California",920045,Santa Clarita,1400000US06037920045,"(34.453296, -118.516716)",Part_I_Property_Crimes_2015_1400000US06037920045,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.1607099,"Census Tract 1881, Los Angeles County, California",188100,Atwater Village,1400000US06037188100,"(34.137637, -118.270105)",Part_I_Violent_Crimes_2012_1400000US06037188100,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.7722907,"Census Tract 9105.05, Los Angeles County, California",910505,Palmdale,1400000US06037910505,"(34.563778, -118.103584)",Part_I_Violent_Crimes_2013_1400000US06037910505,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,16.58576,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,1400000US06037218701,"(34.0372715, -118.333362)",Part_I_Property_Crimes_2015_1400000US06037218701,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,74.67205,"Census Tract 2074, Los Angeles County, California",207400,Downtown,1400000US06037207400,"(34.056393, -118.24561)",Part_I_Violent_Crimes_2015_1400000US06037207400,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,11.712567,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,1400000US06037221401,"(34.0339245, -118.3133125)",Part_I_Violent_Crimes_2014_1400000US06037221401,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.9101491,"Census Tract 5041.01, Los Angeles County, California",504101,La Mirada,1400000US06037504101,"(33.9097585, -118.033532)",Part_I_Violent_Crimes_2012_1400000US06037504101,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,9.1023226,"Census Tract 2430, Los Angeles County, California",243000,Watts,1400000US06037243000,"(33.938704, -118.2338885)",Part_I_Violent_Crimes_2014_1400000US06037243000,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,11.055276,"Census Tract 9010.07, Los Angeles County, California",901007,Lancaster,1400000US06037901007,"(34.652975, -118.1834535)",Part_I_Property_Crimes_2013_1400000US06037901007,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,8.3319445,"Census Tract 4338.01, Los Angeles County, California",433801,South El Monte,1400000US06037433801,"(34.0483455, -118.0364625)",Part_I_Property_Crimes_2012_1400000US06037433801,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.34542313,"Census Tract 2652.01, Los Angeles County, California",265201,Westwood,1400000US06037265201,"(34.067255, -118.4366455)",Part_I_Violent_Crimes_2012_1400000US06037265201,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.3917723,"Census Tract 6015.01, Los Angeles County, California",601501,Lennox,1400000US06037601501,"(33.943628, -118.363495)",Part_I_Violent_Crimes_2013_1400000US06037601501,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.68744272,"Census Tract 1352.02, Los Angeles County, California",135202,West Hills,1400000US06037135202,"(34.1891815, -118.6372335)",Part_I_Violent_Crimes_2013_1400000US06037135202,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,11.687622,"Census Tract 2766.03, Los Angeles County, California",276603,Playa del Rey,1400000US06037276603,"(33.9562775, -118.437016)",Part_I_Property_Crimes_2012_1400000US06037276603,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.3513514,"Census Tract 2364, Los Angeles County, California",236400,Baldwin Hills/Crenshaw,1400000US06037236400,"(34.0049835, -118.349179)",Part_I_Violent_Crimes_2013_1400000US06037236400,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.7372262,"Census Tract 2121.02, Los Angeles County, California",212102,Koreatown,1400000US06037212102,"(34.0635735, -118.298496)",Part_I_Violent_Crimes_2013_1400000US06037212102,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,16.794762,"Census Tract 1836.20, Los Angeles County, California",183620,Highland Park,1400000US06037183620,"(34.1147205, -118.189487)",Part_I_Property_Crimes_2012_1400000US06037183620,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.2104095,"Census Tract 1283.02, Los Angeles County, California",128302,Van Nuys,1400000US06037128302,"(34.18353, -118.4596295)",Part_I_Violent_Crimes_2014_1400000US06037128302,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,23.781214,"Census Tract 2015.03, Los Angeles County, California",201503,El Sereno,1400000US06037201503,"(34.0853625, -118.1734105)",Part_I_Property_Crimes_2013_1400000US06037201503,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,14.240506,"Census Tract 9105.02, Los Angeles County, California",910502,Palmdale,1400000US06037910502,"(34.58003, -118.10081)",Part_I_Violent_Crimes_2015_1400000US06037910502,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.75187969,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,1400000US06037408628,"(33.9825995, -117.9424605)",Part_I_Violent_Crimes_2013_1400000US06037408628,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,10.799136,"Census Tract 2095.10, Los Angeles County, California",209510,Westlake,1400000US06037209510,"(34.0530605, -118.281509)",Part_I_Property_Crimes_2013_1400000US06037209510,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,2.0325203,"Census Tract 5039.02, Los Angeles County, California",503902,La Mirada,1400000US06037503902,"(33.887924, -118.015935)",Part_I_Violent_Crimes_2015_1400000US06037503902,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.63271117,"Census Tract 2723.01, Los Angeles County, California",272301,Mar Vista,1400000US06037272301,"(34.0044305, -118.4228455)",Part_I_Violent_Crimes_2016_1400000US06037272301,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,5.6232429,"Census Tract 1212.10, Los Angeles County, California",121210,Pacoima,1400000US06037121210,"(34.2400435, -118.404715)",Part_I_Violent_Crimes_2015_1400000US06037121210,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.7361112,"Census Tract 1212.21, Los Angeles County, California",121221,Sun Valley,1400000US06037121221,"(34.227323, -118.396127)",Part_I_Violent_Crimes_2015_1400000US06037121221,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,12.42236,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,1400000US06037211804,"(34.0671615, -118.3066105)",Part_I_Property_Crimes_2013_1400000US06037211804,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,47.22036,"Census Tract 2371.02, Los Angeles County, California",237102,Vermont-Slauson,1400000US06037237102,"(33.9856665, -118.283741)",Part_I_Property_Crimes_2014_1400000US06037237102,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,14.148163,"Census Tract 1279.10, Los Angeles County, California",127910,Van Nuys,1400000US06037127910,"(34.197562, -118.444372)",Part_I_Property_Crimes_2016_1400000US06037127910,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,9.594553,"Census Tract 2348, Los Angeles County, California",234800,Hyde Park,1400000US06037234800,"(33.9818325, -118.3220865)",Part_I_Violent_Crimes_2015_1400000US06037234800,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,26.737968,"Census Tract 1064.03, Los Angeles County, California",106403,Sylmar,1400000US06037106403,"(34.306005, -118.441288)",Part_I_Property_Crimes_2015_1400000US06037106403,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,12.521343,"Census Tract 2675.02, Los Angeles County, California",267502,Sawtelle,1400000US06037267502,"(34.0373665, -118.4626315)",Part_I_Property_Crimes_2016_1400000US06037267502,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,15.395142,"Census Tract 9200.23, Los Angeles County, California",920023,Santa Clarita,1400000US06037920023,"(34.4214975, -118.4905135)",Part_I_Property_Crimes_2014_1400000US06037920023,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.350453,"Census Tract 2755, Los Angeles County, California",275500,Del Rey,1400000US06037275500,"(33.9923405, -118.4142945)",Part_I_Property_Crimes_2013_1400000US06037275500,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,5.9880238,"Census Tract 9800.19, Los Angeles County, California",980019,Pacific Palisades,1400000US06037980019,"(34.0891725, -118.5518725)",Part_I_Violent_Crimes_2012_1400000US06037980019,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,26.852846,"Census Tract 2697, Los Angeles County, California",269700,Mid-City,1400000US06037269700,"(34.036058, -118.3859215)",Part_I_Property_Crimes_2013_1400000US06037269700,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,25.316456,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,1400000US06037222600,"(34.0218365, -118.2958795)",Part_I_Property_Crimes_2015_1400000US06037222600,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,8.8947763,"Census Tract 5040.02, Los Angeles County, California",504002,La Mirada,1400000US06037504002,"(33.908827, -118.0235205)",Part_I_Property_Crimes_2015_1400000US06037504002,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.1754827,"Census Tract 1374.02, Los Angeles County, California",137402,Woodland Hills,1400000US06037137402,"(34.156668, -118.626367)",Part_I_Violent_Crimes_2014_1400000US06037137402,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.1226494,"Census Tract 9201.08, Los Angeles County, California",920108,Castaic Canyons,1400000US06037920108,"(34.448999, -118.563623)",Part_I_Violent_Crimes_2012_1400000US06037920108,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.25706941,"Census Tract 2626.01, Los Angeles County, California",262601,Pacific Palisades,1400000US06037262601,"(34.073806, -118.5567815)",Part_I_Violent_Crimes_2013_1400000US06037262601,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,42.049156,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,1400000US06037224600,"(34.0223275, -118.2717135)",Part_I_Property_Crimes_2015_1400000US06037224600,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,8.6711464,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Part_I_Violent_Crimes_2015_1400000US06037228310,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.9875312,"Census Tract 9005.05, Los Angeles County, California",900505,Lancaster,1400000US06037900505,"(34.682288, -118.1080695)",Part_I_Violent_Crimes_2014_1400000US06037900505,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,6.7437382,"Census Tract 5543.02, Los Angeles County, California",554302,Bellflower,1400000US06037554302,"(33.872983, -118.1469185)",Part_I_Violent_Crimes_2016_1400000US06037554302,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.2124887,"Census Tract 1132.12, Los Angeles County, California",113212,Chatsworth,1400000US06037113212,"(34.2608605, -118.6035245)",Part_I_Violent_Crimes_2014_1400000US06037113212,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2015,3.9177277,"Census Tract 9201.19, Los Angeles County, California",920119,Castaic,1400000US06037920119,"(34.4642225, -118.6428175)",Part_I_Property_Crimes_2015_1400000US06037920119,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,5.2239637,"Census Tract 9107.11, Los Angeles County, California",910711,Palmdale,1400000US06037910711,"(34.569155, -118.05615)",Part_I_Violent_Crimes_2015_1400000US06037910711,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.5425936,"Census Tract 1081.02, Los Angeles County, California",108102,Porter Ranch,1400000US06037108102,"(34.280795, -118.55492)",Part_I_Violent_Crimes_2016_1400000US06037108102,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.0278563,"Census Tract 1899.02, Los Angeles County, California",189902,Hollywood,1400000US06037189902,"(34.0961785, -118.3490045)",Part_I_Violent_Crimes_2012_1400000US06037189902,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,12.643129,"Census Tract 2087.20, Los Angeles County, California",208720,Westlake,1400000US06037208720,"(34.062837, -118.2811225)",Part_I_Property_Crimes_2012_1400000US06037208720,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.4461153,"Census Tract 1834.02, Los Angeles County, California",183402,Eagle Rock,1400000US06037183402,"(34.125651, -118.216654)",Part_I_Violent_Crimes_2012_1400000US06037183402,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.9267823,"Census Tract 4057.01, Los Angeles County, California",405701,Vincent,1400000US06037405701,"(34.0930845, -117.9209895)",Part_I_Violent_Crimes_2015_1400000US06037405701,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,62.313274,"Census Tract 1908.01, Los Angeles County, California",190801,Hollywood,1400000US06037190801,"(34.0943795, -118.3244635)",Part_I_Property_Crimes_2014_1400000US06037190801,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.4000757,"Census Tract 1232.05, Los Angeles County, California",123205,North Hollywood,1400000US06037123205,"(34.194979, -118.383413)",Part_I_Violent_Crimes_2016_1400000US06037123205,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.065511,"Census Tract 4033.23, Los Angeles County, California",403323,Diamond Bar,1400000US06037403323,"(33.998459, -117.8235015)",Part_I_Property_Crimes_2013_1400000US06037403323,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,18.960518,"Census Tract 5418.01, Los Angeles County, California",541801,Lynwood,1400000US06037541801,"(33.912196, -118.1945165)",Part_I_Property_Crimes_2012_1400000US06037541801,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,3.7313433,"Census Tract 9012.10, Los Angeles County, California",901210,Elizabeth Lake,1400000US06037901210,"(34.6737525, -118.3836475)",Part_I_Property_Crimes_2016_1400000US06037901210,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,12.729315,"Census Tract 9012.05, Los Angeles County, California",901205,Lancaster,1400000US06037901205,"(34.6746975, -118.2828485)",Part_I_Property_Crimes_2014_1400000US06037901205,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.99502486,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,1400000US06037404503,"(34.110534, -117.9121425)",Part_I_Violent_Crimes_2016_1400000US06037404503,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,13.802027,"Census Tract 1393.03, Los Angeles County, California",139303,Tarzana,1400000US06037139303,"(34.1758345, -118.533412)",Part_I_Property_Crimes_2012_1400000US06037139303,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.4290818,"Census Tract 5535.03, Los Angeles County, California",553503,Paramount,1400000US06037553503,"(33.9130005, -118.153897)",Part_I_Violent_Crimes_2016_1400000US06037553503,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,8.7697315,"Census Tract 2113.10, Los Angeles County, California",211310,Koreatown,1400000US06037211310,"(34.0708895, -118.298462)",Part_I_Property_Crimes_2012_1400000US06037211310,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,11.176158,"Census Tract 4035, Los Angeles County, California",403500,Ramona,1400000US06037403500,"(34.0618395, -117.8491905)",Part_I_Property_Crimes_2015_1400000US06037403500,01/01/2015
